MSG	8342432	DISPLAY_COORDS 0 0 1023 767								
MSG	8344122	TRIALID 1								
MSG	8346879	DRIFTCORRECT R RIGHT at 512,384  OFFSET 0.26 deg.  1.5,-13.0 pix.								
MSG	8347536	RECCFG CR 250 2 1 R								
MSG	8347536	ELCLCFG MLRR								
MSG	8347536	GAZE_COORDS 0.00 0.00 1023.00 767.00								
MSG	8347536	THRESHOLDS R 71 146								
MSG	8347536	ELCL_WINDOW_SIZES 176 188 0 0								
MSG	8347536	CAMERA_LENS_FOCAL_LENGTH 38.00								
MSG	8347536	ELCL_PROC ELLIPSE  (5)								
MSG	8347536	ELCL_EFIT_PARAMS 1.01 4.00  0.15 0.05  0.65 0.65  0.00 0.00 0.30								
MSG	8347537	!MODE RECORD CR 250 2 1 R								
ESACC	R	8366697	8366737	44	641.5	676.2	497.6	505.3	4.03	184
SFIX	R	8366741								
EFIX	R	8366741	8366853	116	512.2	529.7	1660			
SSACC	R	8366857								
ESACC	R	8366857	8366901	48	529.5	503.8	394.4	414.4	2.81	171
SFIX	R	8366905								
EFIX	R	8366905	8367013	112	396.3	458.3	1626			
SSACC	R	8367017								
ESACC	R	8367017	8367049	36	384.6	465.0	544.1	204.3	5.72	268
SFIX	R	8367053								
EFIX	R	8367053	8367133	84	549.7	207.9	1569			
SSACC	R	8367137								
ESACC	R	8367137	8367165	32	550.3	209.7	551.8	224.8	0.30	81
SFIX	R	8367169								
EFIX	R	8367169	8367293	128	550.4	205.9	1581			
SSACC	R	8367297								
ESACC	R	8367297	8367333	40	558.5	204.9	642.9	231.4	1.48	111
SFIX	R	8367337								
EFIX	R	8367337	8367493	160	672.3	238.0	1559			
SSACC	R	8367497								
ESACC	R	8367497	8367513	20	676.7	243.5	766.1	229.3	1.49	119
SFIX	R	8367517								
EFIX	R	8367517	8367625	112	767.3	245.6	1546			
SSACC	R	8367629								
ESACC	R	8367629	8367649	24	767.3	255.1	774.4	245.2	0.23	64
SFIX	R	8367653								
EFIX	R	8367653	8367681	32	772.8	248.5	1557			
SSACC	R	8367685								
ESACC	R	8367685	8367717	36	775.5	244.2	443.7	430.8	6.54	325
SFIX	R	8367721								
EFIX	R	8367721	8367749	32	424.5	450.4	1673			
SSACC	R	8367753								
ESACC	R	8367753	8367761	12	423.3	472.5	417.9	476.5	0.12	71
SFIX	R	8367765								
EFIX	R	8367765	8367797	36	417.6	464.6	1689			
SSACC	R	8367801								
ESACC	R	8367801	8367997	200	417.6	445.5	410.7	500.4	1.07	112
SFIX	R	8368001								
EFIX	R	8368001	8368025	28	409.3	502.3	1734			
SSACC	R	8368029								
ESACC	R	8368029	8368113	88	407.6	515.3	417.1	580.8	1.28	130
SFIX	R	8368117								
EFIX	R	8368117	8368145	32	409.1	573.6	1721			
SSACC	R	8368149								
ESACC	R	8368149	8368161	16	405.0	573.0	408.3	589.0	0.31	55
SFIX	R	8368165								
EFIX	R	8368165	8368225	64	405.0	574.2	1713			
SSACC	R	8368229								
ESACC	R	8368229	8368329	104	396.5	569.1	589.8	622.2	3.30	173
SFIX	R	8368333								
EFIX	R	8368333	8368393	64	607.8	598.9	1732			
SSACC	R	8368397								
ESACC	R	8368397	8368445	52	607.7	623.8	620.9	589.6	0.69	71
SFIX	R	8368449								
EFIX	R	8368449	8368481	36	614.0	596.6	1739			
SSACC	R	8368485								
ESACC	R	8368485	8368529	48	607.5	618.7	603.0	621.6	0.09	163
SFIX	R	8368533								
EFIX	R	8368533	8368605	76	610.0	599.3	1736			
SSACC	R	8368609								
ESACC	R	8368609	8368629	24	609.6	577.0	728.2	604.4	1.99	145
SFIX	R	8368633								
EFIX	R	8368633	8368689	60	709.8	617.7	1694			
SSACC	R	8368693								
ESACC	R	8368693	8368737	48	709.2	615.4	706.6	626.3	0.21	141
SFIX	R	8368741								
EFIX	R	8368741	8368817	80	705.4	606.3	1704			
SSACC	R	8368821								
ESACC	R	8368821	8368853	36	696.3	592.0	702.2	609.1	0.34	71
SFIX	R	8368857								
EFIX	R	8368857	8368957	104	699.8	610.5	1718			
SSACC	R	8368961								
SBLINK	R	8369033								
EBLINK	R	8369033	8369197	168						
ESACC	R	8368961	8369233	276	707.7	623.9	624.3	976.5	6.72	1418
SFIX	R	8369237								
EFIX	R	8369237	8369265	32	628.3	981.1	1619			
SSACC	R	8369269								
ESACC	R	8369269	8369273	8	606.7	974.4	606.4	953.0	0.39	71
SFIX	R	8369277								
EFIX	R	8369277	8369441	168	622.2	895.3	1723			
SSACC	R	8369445								
ESACC	R	8369445	8369469	28	621.1	878.9	507.8	774.4	2.66	145
SFIX	R	8369473								
EFIX	R	8369473	8369657	188	510.1	793.3	1787			
SSACC	R	8369661								
ESACC	R	8369661	8369801	144	495.0	790.9	543.1	447.1	6.62	359
SFIX	R	8369805								
EFIX	R	8369805	8369901	100	537.1	438.8	1790			
SSACC	R	8369905								
ESACC	R	8369905	8369921	20	533.0	455.4	541.0	435.1	0.42	85
SFIX	R	8369925								
EFIX	R	8369925	8370057	136	534.0	451.4	1806			
SSACC	R	8370061								
ESACC	R	8370061	8370081	24	531.5	472.0	532.7	447.3	0.48	65
SFIX	R	8370085								
EFIX	R	8370085	8370105	24	529.3	460.4	1802			
SSACC	R	8370109								
ESACC	R	8370109	8370129	24	522.9	482.2	479.0	364.0	2.41	180
SFIX	R	8370133								
EFIX	R	8370133	8370161	32	471.0	363.0	1755			
SSACC	R	8370165								
ESACC	R	8370165	8370169	8	475.7	375.7	476.4	385.3	0.19	82
SFIX	R	8370173								
EFIX	R	8370173	8370273	104	477.4	388.0	1775			
SSACC	R	8370277								
ESACC	R	8370277	8370341	68	476.4	381.9	477.5	402.2	0.40	92
SFIX	R	8370345								
EFIX	R	8370345	8370393	52	477.0	383.8	1776			
SSACC	R	8370397								
ESACC	R	8370397	8370405	12	479.8	385.8	456.6	365.9	0.54	68
SFIX	R	8370409								
EFIX	R	8370409	8370469	64	461.8	351.8	1794			
SSACC	R	8370473								
ESACC	R	8370473	8370477	8	461.1	344.7	460.5	360.2	0.30	84
SFIX	R	8370481								
EFIX	R	8370481	8370509	32	459.8	359.9	1824			
SSACC	R	8370513								
ESACC	R	8370513	8370533	24	462.0	346.9	461.6	345.4	0.03	83
SFIX	R	8370537								
EFIX	R	8370537	8370601	68	460.5	358.1	1833			
SSACC	R	8370605								
ESACC	R	8370605	8370617	16	460.4	345.9	459.9	331.3	0.29	61
SFIX	R	8370621								
EFIX	R	8370621	8370641	24	460.9	347.8	1839			
SSACC	R	8370645								
ESACC	R	8370645	8370685	44	460.9	330.9	662.2	322.0	3.30	182
SFIX	R	8370689								
EFIX	R	8370689	8371113	428	633.5	346.6	1758			
SSACC	R	8371117								
ESACC	R	8371117	8371153	40	635.7	334.1	557.8	307.5	1.38	127
SFIX	R	8371157								
EFIX	R	8371157	8371189	36	575.3	312.1	1777			
SSACC	R	8371193								
ESACC	R	8371193	8371209	20	582.5	322.7	576.6	308.1	0.30	69
SFIX	R	8371213								
EFIX	R	8371213	8371285	76	577.9	318.2	1763			
SSACC	R	8371289								
ESACC	R	8371289	8371305	20	579.2	319.0	575.6	309.0	0.20	54
SFIX	R	8371309								
EFIX	R	8371309	8371405	100	578.6	306.4	1752			
SSACC	R	8371409								
ESACC	R	8371409	8371461	56	581.4	282.9	452.3	463.3	4.11	176
SFIX	R	8371465								
EFIX	R	8371465	8371525	64	446.6	455.6	1754			
SSACC	R	8371529								
ESACC	R	8371529	8371549	24	441.8	460.2	444.2	452.5	0.15	91
SFIX	R	8371553								
EFIX	R	8371553	8371661	112	443.4	459.7	1767			
SSACC	R	8371665								
ESACC	R	8371665	8371673	12	444.2	477.6	443.0	457.3	0.40	53
SFIX	R	8371677								
EFIX	R	8371677	8371709	36	444.8	452.4	1762			
SSACC	R	8371713								
SBLINK	R	8371749								
EBLINK	R	8371749	8371885	140						
ESACC	R	8371713	8371957	248	429.8	441.2	528.5	475.3	1.74	1373
SFIX	R	8371961								
EFIX	R	8371961	8372073	116	508.8	462.2	1721			
SSACC	R	8372077								
ESACC	R	8372077	8372173	100	528.0	470.6	512.1	454.3	0.41	113
SFIX	R	8372177								
EFIX	R	8372177	8372241	68	510.5	476.7	1797			
SSACC	R	8372245								
ESACC	R	8372245	8372409	168	511.0	496.9	320.8	523.5	3.14	158
SFIX	R	8372413								
EFIX	R	8372413	8372501	92	339.8	516.3	1754			
SSACC	R	8372505								
ESACC	R	8372505	8372517	16	343.0	512.1	344.5	507.0	0.10	50
SFIX	R	8372521								
EFIX	R	8372521	8372541	24	343.3	514.4	1745			
SSACC	R	8372545								
ESACC	R	8372545	8372553	12	343.5	495.1	342.6	515.8	0.40	50
SFIX	R	8372557								
EFIX	R	8372557	8372613	60	346.4	510.1	1747			
SSACC	R	8372617								
ESACC	R	8372617	8372713	100	345.7	505.8	571.6	396.3	4.26	211
SFIX	R	8372717								
EFIX	R	8372717	8372801	88	579.4	412.9	1704			
SSACC	R	8372805								
ESACC	R	8372805	8372845	44	582.6	412.5	585.4	421.8	0.19	120
SFIX	R	8372849								
EFIX	R	8372849	8372873	28	585.6	418.0	1684			
SSACC	R	8372877								
ESACC	R	8372877	8372885	12	583.0	423.9	590.7	412.3	0.26	61
SFIX	R	8372889								
EFIX	R	8372889	8372913	28	592.4	416.5	1688			
SSACC	R	8372917								
ESACC	R	8372917	8372945	32	587.4	417.6	476.4	354.1	2.20	132
SFIX	R	8372949								
EFIX	R	8372949	8373045	100	497.3	362.2	1668			
SSACC	R	8373049								
ESACC	R	8373049	8373053	8	501.6	356.3	499.9	349.1	0.14	64
SFIX	R	8373057								
EFIX	R	8373057	8373077	24	495.8	359.7	1686			
SSACC	R	8373081								
ESACC	R	8373081	8373109	32	495.4	367.2	497.6	364.2	0.07	77
SFIX	R	8373113								
EFIX	R	8373113	8373209	100	495.2	372.0	1682			
SSACC	R	8373213								
ESACC	R	8373213	8373217	8	497.5	366.2	495.9	377.9	0.23	64
SFIX	R	8373221								
EFIX	R	8373221	8373245	28	494.9	384.3	1670			
SSACC	R	8373249								
ESACC	R	8373249	8373253	8	491.1	385.4	490.6	378.9	0.13	59
SFIX	R	8373257								
EFIX	R	8373257	8373373	120	492.3	370.7	1692			
SSACC	R	8373377								
ESACC	R	8373377	8373501	128	492.6	365.1	460.8	380.5	0.60	99
SFIX	R	8373505								
EFIX	R	8373505	8373557	56	466.3	364.5	1691			
SSACC	R	8373561								
ESACC	R	8373561	8373581	24	466.5	369.6	470.4	379.8	0.21	117
SFIX	R	8373585								
EFIX	R	8373585	8373689	108	468.8	345.7	1710			
SSACC	R	8373693								
ESACC	R	8373693	8373777	88	476.6	351.5	644.3	493.9	3.90	263
SFIX	R	8373781								
EFIX	R	8373781	8373821	44	635.2	506.0	1731			
SSACC	R	8373825								
ESACC	R	8373825	8373841	20	632.4	485.8	630.1	509.5	0.46	92
SFIX	R	8373845								
EFIX	R	8373845	8373885	44	631.6	498.7	1764			
SSACC	R	8373889								
ESACC	R	8373889	8373929	44	631.5	504.5	629.4	512.1	0.15	67
SFIX	R	8373933								
EFIX	R	8373933	8374025	96	632.4	527.0	1758			
SSACC	R	8374029								
ESACC	R	8374029	8374077	52	631.8	521.6	533.7	539.8	1.64	116
SFIX	R	8374081								
EFIX	R	8374081	8374133	56	548.6	531.3	1764			
SSACC	R	8374137								
ESACC	R	8374137	8374145	12	550.2	530.3	544.8	533.4	0.11	89
SFIX	R	8374149								
EFIX	R	8374149	8374181	36	542.8	550.6	1762			
SSACC	R	8374185								
ESACC	R	8374185	8374245	64	546.3	531.8	540.4	545.7	0.29	124
SFIX	R	8374249								
EFIX	R	8374249	8374301	56	543.9	526.1	1765			
SSACC	R	8374305								
ESACC	R	8374305	8374341	40	548.3	514.7	406.0	586.6	2.70	150
SFIX	R	8374345								
EFIX	R	8374345	8374429	88	424.6	585.7	1724			
SSACC	R	8374433								
ESACC	R	8374433	8374473	44	424.2	582.0	423.9	591.7	0.19	88
SFIX	R	8374477								
EFIX	R	8374477	8374557	84	424.8	576.7	1742			
SSACC	R	8374561								
ESACC	R	8374561	8374689	132	431.9	563.1	551.4	499.6	2.30	182
SFIX	R	8374693								
EFIX	R	8374693	8374749	60	555.6	483.6	1777			
SSACC	R	8374753								
SBLINK	R	8374829								
EBLINK	R	8374829	8375633	808						
ESACC	R	8374753	8375697	948	547.9	478.6	559.0	791.9	5.98	1297
SFIX	R	8375701								
EFIX	R	8375701	8375749	52	555.9	789.2	1784			
SSACC	R	8375753								
ESACC	R	8375753	8375765	16	555.4	764.7	558.6	781.3	0.32	51
SFIX	R	8375769								
EFIX	R	8375769	8375985	220	572.3	753.2	1820			
SSACC	R	8375989								
ESACC	R	8375989	8376009	24	551.2	753.2	554.2	747.0	0.13	57
SFIX	R	8376013								
EFIX	R	8376013	8376037	28	551.3	761.7	1749			
SSACC	R	8376041								
ESACC	R	8376041	8376045	8	549.1	778.3	551.7	774.9	0.08	39
SFIX	R	8376049								
EFIX	R	8376049	8376085	40	551.3	766.0	1709			
SSACC	R	8376089								
ESACC	R	8376089	8376181	96	553.0	747.1	541.2	490.3	4.92	245
SFIX	R	8376185								
EFIX	R	8376185	8376317	136	548.9	500.3	1643			
SSACC	R	8376321								
ESACC	R	8376321	8376333	16	550.8	498.0	555.4	511.3	0.27	60
SFIX	R	8376337								
EFIX	R	8376337	8376369	36	558.5	510.4	1669			
SSACC	R	8376373								
ESACC	R	8376373	8376441	72	565.0	525.8	482.4	514.9	1.36	139
SFIX	R	8376445								
EFIX	R	8376445	8376493	52	485.8	515.1	1693			
SSACC	R	8376497								
ESACC	R	8376497	8376501	8	495.5	498.6	491.6	502.9	0.10	72
SFIX	R	8376505								
EFIX	R	8376505	8376553	52	483.5	516.3	1700			
SSACC	R	8376557								
ESACC	R	8376557	8376577	24	479.2	511.1	340.3	552.5	2.40	207
SFIX	R	8376581								
EFIX	R	8376581	8376657	80	343.4	550.9	1716			
SSACC	R	8376661								
ESACC	R	8376661	8376677	20	347.5	537.5	334.8	559.9	0.48	90
SFIX	R	8376681								
EFIX	R	8376681	8376709	32	338.2	551.3	1717			
SSACC	R	8376713								
ESACC	R	8376713	8376729	20	339.5	555.5	336.7	541.0	0.28	63
SFIX	R	8376733								
EFIX	R	8376733	8376757	28	337.6	546.8	1720			
SSACC	R	8376761								
ESACC	R	8376761	8376797	40	339.4	571.5	454.0	513.4	2.18	144
SFIX	R	8376801								
EFIX	R	8376801	8376877	80	433.6	518.7	1737			
SSACC	R	8376881								
ESACC	R	8376881	8376885	8	440.1	512.1	448.7	500.3	0.27	42
SFIX	R	8376889								
EFIX	R	8376889	8376937	52	439.6	513.1	1743			
SSACC	R	8376941								
ESACC	R	8376941	8377017	80	440.6	519.4	404.4	315.0	4.03	248
SFIX	R	8377021								
EFIX	R	8377021	8377117	100	415.8	280.0	1729			
SSACC	R	8377121								
ESACC	R	8377121	8377137	20	418.8	276.3	416.8	267.6	0.17	67
SFIX	R	8377141								
EFIX	R	8377141	8377197	60	418.2	276.8	1777			
SSACC	R	8377201								
ESACC	R	8377201	8377225	28	423.0	274.7	595.5	295.2	2.86	201
SFIX	R	8377229								
EFIX	R	8377229	8377377	152	582.8	311.6	1699			
SSACC	R	8377381								
ESACC	R	8377381	8377393	16	588.1	348.0	584.7	309.7	0.75	91
SFIX	R	8377397								
EFIX	R	8377397	8377461	68	585.4	326.7	1667			
SSACC	R	8377465								
ESACC	R	8377465	8377505	44	581.6	314.9	244.1	281.7	5.56	221
SFIX	R	8377509								
EFIX	R	8377509	8377645	140	260.2	288.8	1703			
SSACC	R	8377649								
ESACC	R	8377649	8377661	16	247.9	296.6	257.3	273.2	0.48	70
SFIX	R	8377665								
EFIX	R	8377665	8377705	44	255.9	275.7	1699			
SSACC	R	8377709								
ESACC	R	8377709	8377745	40	258.3	278.3	566.9	292.6	5.06	221
SFIX	R	8377749								
EFIX	R	8377749	8377789	44	585.1	295.9	1635			
SSACC	R	8377793								
ESACC	R	8377793	8377809	20	594.4	305.0	592.2	304.6	0.04	64
SFIX	R	8377813								
EFIX	R	8377813	8377893	84	595.2	322.1	1640			
SSACC	R	8377897								
ESACC	R	8377897	8377905	12	593.4	338.3	589.5	340.4	0.08	59
SFIX	R	8377909								
EFIX	R	8377909	8377933	28	588.1	328.8	1618			
SSACC	R	8377937								
ESACC	R	8377937	8377969	36	588.5	342.9	788.7	306.5	3.35	175
SFIX	R	8377973								
EFIX	R	8377973	8378049	80	769.3	305.4	1616			
SSACC	R	8378053								
SBLINK	R	8378097								
EBLINK	R	8378097	8378217	124						
ESACC	R	8378053	8378313	264	770.2	308.3	465.3	342.6	5.03	1099
SFIX	R	8378317								
EFIX	R	8378317	8378397	84	481.9	332.9	1678			
SSACC	R	8378401								
ESACC	R	8378401	8378417	20	490.3	328.4	480.8	330.7	0.16	56
SFIX	R	8378421								
EFIX	R	8378421	8378477	60	464.7	346.8	1715			
SSACC	R	8378481								
ESACC	R	8378481	8378497	20	466.2	364.8	560.6	338.3	1.63	138
SFIX	R	8378501								
EFIX	R	8378501	8378677	180	543.3	338.8	1699			
SSACC	R	8378681								
SBLINK	R	8378701								
EBLINK	R	8378701	8378873	176						
ESACC	R	8378681	8378969	292	539.8	347.3	531.2	336.3	0.26	570
SFIX	R	8378973								
EFIX	R	8378973	8379049	80	515.2	356.6	1686			
SSACC	R	8379053								
ESACC	R	8379053	8379065	16	510.2	372.7	510.7	352.0	0.41	51
SFIX	R	8379069								
EFIX	R	8379069	8379121	56	515.4	370.9	1679			
SSACC	R	8379125								
ESACC	R	8379125	8379141	20	505.2	365.2	502.1	376.4	0.22	52
SFIX	R	8379145								
EFIX	R	8379145	8379257	116	496.8	398.5	1648			
SSACC	R	8379261								
ESACC	R	8379261	8379353	96	499.5	394.2	676.4	567.8	4.43	259
SFIX	R	8379357								
EFIX	R	8379357	8379417	64	673.9	579.5	1662			
SSACC	R	8379421								
SBLINK	R	8379457								
EBLINK	R	8379457	8379613	160						
ESACC	R	8379421	8379689	272	666.4	590.7	435.9	315.7	6.53	546
SFIX	R	8379693								
EFIX	R	8379693	8379741	52	446.5	324.8	1548			
SSACC	R	8379745								
ESACC	R	8379745	8379765	24	451.6	317.1	461.1	342.9	0.53	81
SFIX	R	8379769								
EFIX	R	8379769	8379817	52	470.2	333.9	1559			
SSACC	R	8379821								
ESACC	R	8379821	8379853	36	470.5	355.5	452.5	333.8	0.52	88
SFIX	R	8379857								
EFIX	R	8379857	8379885	32	449.1	358.0	1572			
SSACC	R	8379889								
ESACC	R	8379889	8379901	16	449.1	382.4	455.8	349.4	0.65	85
SFIX	R	8379905								
EFIX	R	8379905	8379937	36	462.2	370.6	1575			
SSACC	R	8379941								
ESACC	R	8379941	8379949	12	465.4	356.3	471.5	377.8	0.43	58
SFIX	R	8379953								
EFIX	R	8379953	8380145	196	479.1	404.7	1467			
SSACC	R	8380149								
ESACC	R	8380149	8380209	64	479.8	409.4	641.3	354.5	2.85	184
SFIX	R	8380213								
EFIX	R	8380213	8380237	28	643.1	381.0	1593			
SSACC	R	8380241								
ESACC	R	8380241	8380253	16	647.2	374.5	647.1	385.0	0.21	90
SFIX	R	8380257								
EFIX	R	8380257	8380329	76	652.6	380.8	1613			
SSACC	R	8380333								
ESACC	R	8380333	8380337	8	654.9	361.1	655.7	370.8	0.19	69
SFIX	R	8380341								
EFIX	R	8380341	8380421	84	658.7	377.0	1629			
SSACC	R	8380425								
ESACC	R	8380425	8380577	156	664.5	374.4	511.3	397.2	2.55	208
SFIX	R	8380581								
EFIX	R	8380581	8380625	48	507.6	371.2	1625			
SSACC	R	8380629								
SBLINK	R	8380649								
EBLINK	R	8380649	8380789	144						
ESACC	R	8380629	8380865	240	502.7	353.5	507.1	356.1	0.09	470
SFIX	R	8380869								
EFIX	R	8380869	8381033	168	536.1	355.8	1648			
SSACC	R	8381037								
ESACC	R	8381037	8381041	8	537.5	382.5	534.5	386.3	0.09	46
SFIX	R	8381045								
EFIX	R	8381045	8381133	92	535.9	376.1	1707			
SSACC	R	8381137								
ESACC	R	8381137	8381173	40	545.0	378.0	555.5	374.5	0.19	89
SFIX	R	8381177								
EFIX	R	8381177	8381297	124	560.3	374.1	1760			
SSACC	R	8381301								
ESACC	R	8381301	8381337	40	550.1	367.6	546.8	388.9	0.42	103
SFIX	R	8381341								
EFIX	R	8381341	8381365	28	540.8	392.3	1753			
SSACC	R	8381369								
ESACC	R	8381369	8381389	24	542.0	383.6	542.3	382.1	0.03	91
SFIX	R	8381393								
EFIX	R	8381393	8381417	28	537.1	397.6	1755			
SSACC	R	8381421								
ESACC	R	8381421	8381445	28	538.9	412.8	416.7	387.7	2.06	121
SFIX	R	8381449								
EFIX	R	8381449	8381477	32	385.1	390.5	1722			
SSACC	R	8381481								
ESACC	R	8381481	8381505	28	382.0	380.4	294.2	368.8	1.45	131
SFIX	R	8381509								
EFIX	R	8381509	8381653	148	284.5	402.1	1665			
SSACC	R	8381657								
ESACC	R	8381657	8381689	36	273.3	395.9	433.3	357.3	2.72	152
SFIX	R	8381693								
EFIX	R	8381693	8381713	24	418.6	379.9	1661			
SSACC	R	8381717								
ESACC	R	8381717	8381769	56	415.7	392.3	422.6	356.9	0.70	86
SFIX	R	8381773								
EFIX	R	8381773	8381793	24	420.2	376.6	1650			
SSACC	R	8381797								
ESACC	R	8381797	8381821	28	423.0	369.6	526.5	350.0	1.74	107
SFIX	R	8381825								
EFIX	R	8381825	8381853	32	513.7	370.5	1689			
SSACC	R	8381857								
ESACC	R	8381857	8381877	24	513.9	382.3	514.8	375.3	0.14	100
SFIX	R	8381881								
EFIX	R	8381881	8382005	128	516.7	359.3	1693			
SSACC	R	8382009								
ESACC	R	8382009	8382013	8	507.7	356.9	507.8	339.9	0.33	49
SFIX	R	8382017								
EFIX	R	8382017	8382037	24	510.6	341.1	1723			
SSACC	R	8382041								
ESACC	R	8382041	8382073	36	515.4	366.4	510.0	334.3	0.63	97
SFIX	R	8382077								
EFIX	R	8382077	8382121	48	508.3	338.8	1698			
SSACC	R	8382125								
ESACC	R	8382125	8382129	8	502.2	333.6	502.3	346.7	0.26	61
SFIX	R	8382133								
EFIX	R	8382133	8382325	196	524.0	368.0	1708			
SSACC	R	8382329								
ESACC	R	8382329	8382341	16	535.5	355.6	535.5	374.6	0.37	64
SFIX	R	8382345								
EFIX	R	8382345	8382365	24	536.3	372.1	1692			
SSACC	R	8382369								
ESACC	R	8382369	8382385	20	538.0	356.6	539.4	374.7	0.35	65
SFIX	R	8382389								
EFIX	R	8382389	8382417	32	547.2	366.4	1662			
SSACC	R	8382421								
SBLINK	R	8382441								
EBLINK	R	8382441	8382561	124						
ESACC	R	8382421	8382661	244	547.7	373.9	500.9	342.6	0.98	928
SFIX	R	8382665								
EFIX	R	8382665	8382697	36	496.5	345.0	1618			
SSACC	R	8382701								
ESACC	R	8382701	8382721	24	495.2	335.4	507.3	335.3	0.20	64
SFIX	R	8382725								
EFIX	R	8382725	8382817	96	501.2	364.4	1649			
SSACC	R	8382821								
ESACC	R	8382821	8382825	8	488.7	406.4	489.5	418.5	0.24	54
SFIX	R	8382829								
EFIX	R	8382829	8382865	40	490.8	407.9	1670			
SSACC	R	8382869								
ESACC	R	8382869	8382889	24	494.3	412.1	496.0	410.1	0.05	69
SFIX	R	8382893								
EFIX	R	8382893	8383261	372	502.6	417.6	1498			
SSACC	R	8383265								
SBLINK	R	8383317								
EBLINK	R	8383317	8383441	128						
ESACC	R	8383265	8383521	260	503.2	400.1	501.1	359.4	0.80	1534
SFIX	R	8383525								
EFIX	R	8383525	8383629	108	497.5	359.8	1507			
SSACC	R	8383633								
ESACC	R	8383633	8383653	24	495.4	378.0	496.8	357.4	0.40	84
SFIX	R	8383657								
EFIX	R	8383657	8383821	168	482.9	381.7	1463			
SSACC	R	8383825								
ESACC	R	8383825	8383861	40	502.9	392.9	203.8	400.6	4.89	195
SFIX	R	8383865								
EFIX	R	8383865	8384049	188	205.0	419.6	1396			
SSACC	R	8384053								
ESACC	R	8384053	8384089	40	199.9	425.4	421.9	436.6	3.62	166
SFIX	R	8384093								
EFIX	R	8384093	8384277	188	408.4	441.0	1351			
SSACC	R	8384281								
ESACC	R	8384281	8384297	20	404.1	440.0	493.0	415.8	1.53	139
SFIX	R	8384301								
EFIX	R	8384301	8385833	1536	510.1	412.0	1405			
SSACC	R	8385837								
ESACC	R	8385837	8385845	12	538.2	410.9	536.2	428.9	0.35	44
SFIX	R	8385849								
EFIX	R	8385849	8386773	928	518.2	409.9	1521			
SSACC	R	8386777								
ESACC	R	8386777	8386781	8	512.1	399.4	512.1	384.3	0.29	51
SFIX	R	8386785								
EFIX	R	8386785	8387057	276	513.9	387.0	1571			
SSACC	R	8387061								
ESACC	R	8387061	8387065	8	518.5	367.1	517.7	385.4	0.36	51
SFIX	R	8387069								
EFIX	R	8387069	8387101	36	519.0	388.0	1599			
SSACC	R	8387105								
ESACC	R	8387105	8387109	8	520.9	362.9	520.4	346.0	0.33	92
SFIX	R	8387113								
EFIX	R	8387113	8387145	36	520.5	365.8	1607			
SSACC	R	8387149								
ESACC	R	8387149	8387201	56	527.2	377.0	518.3	373.1	0.16	57
SFIX	R	8387205								
EFIX	R	8387205	8387349	148	519.4	368.5	1635			
SSACC	R	8387353								
ESACC	R	8387353	8387373	24	518.3	383.3	526.0	364.9	0.38	82
SFIX	R	8387377								
EFIX	R	8387377	8387413	40	521.3	364.3	1664			
SSACC	R	8387417								
ESACC	R	8387417	8387421	8	517.9	370.9	519.7	361.8	0.18	68
SFIX	R	8387425								
EFIX	R	8387425	8387469	48	521.2	338.8	1670			
SSACC	R	8387473								
SBLINK	R	8387509								
EBLINK	R	8387509	8387629	124						
ESACC	R	8387473	8387721	252	522.1	325.9	486.4	310.6	0.66	731
SFIX	R	8387725								
EFIX	R	8387725	8387749	28	490.8	305.7	1599			
SSACC	R	8387753								
MSG	8387771	SCANNER_START								
ESACC	R	8387753	8387813	64	483.7	317.1	504.4	376.2	1.21	95
SFIX	R	8387817								
EFIX	R	8387817	8387957	144	491.7	380.7	1624			
SSACC	R	8387961								
ESACC	R	8387961	8387973	16	478.8	403.5	476.9	380.3	0.45	54
SFIX	R	8387977								
EFIX	R	8387977	8388045	72	477.8	393.2	1520			
SSACC	R	8388049								
ESACC	R	8388049	8388069	24	477.7	399.1	422.2	366.0	1.12	86
SFIX	R	8388073								
EFIX	R	8388073	8388361	292	420.7	371.3	1401			
SSACC	R	8388365								
SBLINK	R	8388413								
EBLINK	R	8388413	8388577	168						
ESACC	R	8388365	8388617	256	415.1	377.5	472.5	368.2	0.96	626
SFIX	R	8388621								
EFIX	R	8388621	8388665	48	459.2	331.7	1408			
SSACC	R	8388669								
ESACC	R	8388669	8388673	8	468.4	333.4	474.4	346.0	0.27	60
SFIX	R	8388677								
EFIX	R	8388677	8388709	36	483.8	352.8	1424			
SSACC	R	8388713								
ESACC	R	8388713	8388725	16	468.9	349.3	458.4	356.4	0.22	57
SFIX	R	8388729								
EFIX	R	8388729	8388773	48	455.7	368.6	1462			
SSACC	R	8388777								
ESACC	R	8388777	8388809	36	468.0	362.4	510.5	372.8	0.73	91
SFIX	R	8388813								
EFIX	R	8388813	8388997	188	514.7	376.6	1400			
SSACC	R	8389001								
ESACC	R	8389001	8389013	16	535.0	386.3	477.2	383.8	0.95	94
SFIX	R	8389017								
EFIX	R	8389017	8389361	348	446.8	396.1	1388			
SSACC	R	8389365								
ESACC	R	8389365	8389377	16	436.1	391.3	488.3	396.7	0.86	76
SFIX	R	8389381								
EFIX	R	8389381	8389461	84	484.8	394.6	1374			
SSACC	R	8389465								
ESACC	R	8389465	8389473	12	500.6	393.8	539.5	391.0	0.64	80
SFIX	R	8389477								
